Date,CustomerID,InvoiceID,ProductID,ProductName,Category,SubCategory,City,State,Zone,Qty,Rate,Amount,DiscountPct,NetAmount,PaymentMethod,SalesChannel
2023-01-21,CUST0291,INV100172,PROD0031,Product 31,Household,Detergent,Nashik,Maharashtra,West,19,230.7,4383.3,12.5,3835.39,Wallet,Retail
2025-07-21,CUST0333,INV100173,PROD0122,Product 122,Produce,Vegetables,Thane,Maharashtra,West,5,11.78,58.9,0,58.9,Net Banking,Distributor
2025-07-30,CUST0384,INV100174,PROD0061,Product 61,Electronics,Power Bank,Nagpur,Maharashtra,West,1,543.02,543.02,0,543.02,Net Banking,Distributor
2024-10-14,CUST0461,INV100175,PROD0040,Product 40,Electronics,Power Bank,Ahmedabad,Gujarat,West,22,1621.24,35667.28,12.5,31208.87,Card,Online
2024-03-18,CUST0375,INV100176,PROD0045,Product 45,Produce,Vegetables,Chennai,Tamil Nadu,South,9,158.56,1427.04,0,1427.04,Cash,Retail
2024-02-16,CUST0413,INV100177,PROD0077,Product 77,Personal Care,Soap,Patna,Bihar,East,23,98.94,2275.62,0,2275.62,Net Banking,Wholesale
2024-04-16,CUST0065,INV100178,PROD0161,Product 161,Bakery,Cake,Indore,Madhya Pradesh,Central,21,121.17,2544.57,0,2544.57,Net Banking,Distributor
2023-11-30,CUST0376,INV100179,PROD0116,Product 116,Electronics,Adapter,Patna,Bihar,East,7,1076.19,7533.33,10,6780,Cash,Online
2024-08-05,CUST0341,INV100180,PROD0103,Product 103,Personal Care,Shampoo,Ahmedabad,Gujarat,West,18,195.86,3525.48,0,3525.48,Card,Wholesale
2024-10-21,CUST0100,INV100181,PROD0187,Product 187,Bakery,Pastry,Kanpur,Uttar Pradesh,North,18,108.14,1946.52,5,1849.19,Net Banking,Online
2023-11-04,CUST0158,INV100182,PROD0055,Product 55,Produce,Fruits,Vadodara,Gujarat,West,1,152.01,152.01,12.5,133.01,UPI,Distributor
2024-07-18,CUST0464,INV100183,PROD0199,Product 199,Produce,Fruits,Kolkata,West Bengal,East,11,150.48,1655.28,0,1655.28,Card,Online
2023-01-25,CUST0456,INV100184,PROD0041,Product 41,Produce,Herbs,Bhopal,Madhya Pradesh,Central,4,70.03,280.12,5,266.11,Card,Distributor
2024-10-18,CUST0356,INV100185,PROD0053,Product 53,Produce,Herbs,Chennai,Tamil Nadu,South,24,104.3,2503.2,0,2503.2,Cash,Wholesale
2023-09-09,CUST0206,INV100186,PROD0148,Product 148,Household,Cleaner,Bhopal,Madhya Pradesh,Central,6,213.14,1278.84,12.5,1118.98,Cash,Distributor
2024-11-23,CUST0445,INV100187,PROD0190,Product 190,Personal Care,Lotion,Surat,Gujarat,West,21,147.68,3101.28,12.5,2713.62,Wallet,Retail
2025-05-23,CUST0050,INV100188,PROD0017,Product 17,Snacks,Chips,Mumbai,Maharashtra,West,14,41.4,579.6,0,579.6,UPI,Online
2025-05-10,CUST0047,INV100189,PROD0081,Product 81,Bakery,Cake,Hyderabad,Telangana,South,19,163.9,3114.1,0,3114.1,Card,Online
2023-10-24,CUST0034,INV100190,PROD0093,Product 93,Bakery,Pastry,Vadodara,Gujarat,West,13,208.51,2710.63,5,2575.1,Cash,Wholesale
2024-06-29,CUST0156,INV100191,PROD0026,Product 26,Personal Care,Shampoo,Chennai,Tamil Nadu,South,23,244.81,5630.63,5,5349.1,Net Banking,Retail
2024-12-17,CUST0467,INV100192,PROD0159,Product 159,Produce,Fruits,Kanpur,Uttar Pradesh,North,10,102.31,1023.1,0,1023.1,Wallet,Distributor
2025-02-12,CUST0144,INV100193,PROD0177,Product 177,Household,Detergent,Hyderabad,Telangana,South,15,268.87,4033.05,0,4033.05,Net Banking,Retail
2025-02-24,CUST0021,INV100194,PROD0035,Product 35,Produce,Vegetables,Indore,Madhya Pradesh,Central,15,34.3,514.5,0,514.5,Net Banking,Wholesale
2024-04-03,CUST0011,INV100195,PROD0151,Product 151,Bakery,Pastry,Nashik,Maharashtra,West,15,157.54,2363.1,0,2363.1,Wallet,Wholesale
2023-03-12,CUST0458,INV100196,PROD0006,Product 6,Electronics,Power Bank,Surat,Gujarat,West,15,2166.05,32490.75,5,30866.21,UPI,Online
2024-10-11,CUST0091,INV100197,PROD0035,Product 35,Dairy,Yogurt,Hyderabad,Telangana,South,19,179.62,3412.78,12.5,2986.18,UPI,Wholesale
2024-09-28,CUST0165,INV100198,PROD0075,Product 75,Snacks,Nuts,Thane,Maharashtra,West,20,81.68,1633.6,0,1633.6,Net Banking,Retail
2024-06-09,CUST0457,INV100199,PROD0152,Product 152,Produce,Fruits,Nagpur,Maharashtra,West,21,14.39,302.19,12.5,264.42,Cash,Wholesale
2024-10-26,CUST0144,INV100200,PROD0134,Product 134,Beverages,Soda,Surat,Gujarat,West,16,114.9,1838.4,0,1838.4,Card,Retail
2023-02-11,CUST0123,INV100201,PROD0180,Product 180,Dairy,Butter,Patna,Bihar,East,14,192.96,2701.44,0,2701.44,Net Banking,Online
2023-05-14,CUST0140,INV100202,PROD0192,Product 192,Electronics,Earphones,Surat,Gujarat,West,7,425.42,2977.94,10,2680.15,Wallet,Retail
2023-07-24,CUST0447,INV100203,PROD0160,Product 160,Beverages,Water,Mumbai,Maharashtra,West,2,57.79,115.58,0,115.58,Cash,Distributor
2023-12-10,CUST0464,INV100204,PROD0121,Product 121,Produce,Vegetables,Pune,Maharashtra,West,5,86.7,433.5,0,433.5,Cash,Distributor
2025-01-06,CUST0188,INV100205,PROD0132,Product 132,Produce,Vegetables,Surat,Gujarat,West,11,110.17,1211.87,0,1211.87,Card,Online
2025-07-24,CUST0134,INV100206,PROD0142,Product 142,Household,Air Freshener,Lucknow,Uttar Pradesh,North,18,109.46,1970.28,0,1970.28,Cash,Retail
2025-04-10,CUST0231,INV100207,PROD0172,Product 172,Snacks,Nuts,Visakhapatnam,Andhra Pradesh,South,14,87.41,1223.74,0,1223.74,UPI,Retail
2023-03-08,CUST0066,INV100208,PROD0196,Product 196,Snacks,Biscuits,Delhi,Delhi,North,4,66.56,266.24,0,266.24,Card,Online
2025-01-24,CUST0079,INV100209,PROD0147,Product 147,Household,Detergent,Delhi,Delhi,North,6,289.51,1737.06,0,1737.06,UPI,Retail
2025-03-15,CUST0414,INV100210,PROD0088,Product 88,Snacks,Biscuits,Nashik,Maharashtra,West,18,140.65,2531.7,0,2531.7,Net Banking,Online
2023-07-10,CUST0341,INV100211,PROD0028,Product 28,Snacks,Chips,Hyderabad,Telangana,South,14,57.17,800.38,0,800.38,Card,Retail
2023-02-21,CUST0047,INV100212,PROD0184,Product 184,Snacks,Chips,Bhopal,Madhya Pradesh,Central,19,63.05,1197.95,12.5,1048.21,Card,Wholesale
2025-04-17,CUST0368,INV100213,PROD0021,Product 21,Produce,Vegetables,Visakhapatnam,Andhra Pradesh,South,9,80.63,725.67,0,725.67,Card,Distributor
2024-03-29,CUST0102,INV100214,PROD0182,Product 182,Electronics,Charger,Vadodara,Gujarat,West,1,251.1,251.1,0,251.1,Cash,Retail
2023-05-28,CUST0095,INV100215,PROD0130,Product 130,Beverages,Tea,Chennai,Tamil Nadu,South,2,36.21,72.42,0,72.42,Card,Online
2025-05-18,CUST0450,INV100216,PROD0139,Product 139,Household,Detergent,Delhi,Delhi,North,8,242.45,1939.6,12.5,1697.15,Card,Wholesale
2024-09-07,CUST0165,INV100217,PROD0194,Product 194,Household,Cleaner,Indore,Madhya Pradesh,Central,13,132.92,1727.96,0,1727.96,Wallet,Online
2025-01-23,CUST0212,INV100218,PROD0130,Product 130,Dairy,Cheese,Bhopal,Madhya Pradesh,Central,20,56.33,1126.6,12.5,985.77,Cash,Online
2023-03-05,CUST0124,INV100219,PROD0136,Product 136,Beverages,Juice,Lucknow,Uttar Pradesh,North,18,131.63,2369.34,12.5,2073.17,Card,Retail
2024-11-21,CUST0033,INV100220,PROD0127,Product 127,Bakery,Bread,Thane,Maharashtra,West,13,129.27,1680.51,12.5,1470.45,Net Banking,Retail
2024-12-15,CUST0392,INV100221,PROD0184,Product 184,Electronics,Earphones,Delhi,Delhi,North,12,367.29,4407.48,0,4407.48,Cash,Online
2025-01-30,CUST0349,INV100222,PROD0156,Product 156,Snacks,Nuts,Surat,Gujarat,West,15,65.49,982.35,0,982.35,Net Banking,Online
2024-07-13,CUST0416,INV100223,PROD0123,Product 123,Bakery,Pastry,Lucknow,Uttar Pradesh,North,19,248.28,4717.32,5,4481.45,Net Banking,Online
2024-04-21,CUST0382,INV100224,PROD0049,Product 49,Household,Cleaner,Pune,Maharashtra,West,14,386.57,5411.98,5,5141.38,Cash,Distributor
2023-06-06,CUST0451,INV100225,PROD0119,Product 119,Bakery,Pastry,Patna,Bihar,East,12,132.67,1592.04,0,1592.04,Net Banking,Distributor
2024-01-26,CUST0073,INV100226,PROD0189,Product 189,Produce,Vegetables,Mumbai,Maharashtra,West,19,135.75,2579.25,10,2321.33,Card,Online
2025-03-21,CUST0446,INV100227,PROD0162,Product 162,Personal Care,Lotion,Nagpur,Maharashtra,West,23,44.34,1019.82,0,1019.82,UPI,Distributor
2023-04-08,CUST0419,INV100228,PROD0170,Product 170,Personal Care,Shampoo,Nashik,Maharashtra,West,18,250.72,4512.96,0,4512.96,Card,Wholesale
2023-01-23,CUST0009,INV100229,PROD0101,Product 101,Electronics,Charger,Jaipur,Rajasthan,North,1,2115.01,2115.01,0,2115.01,Cash,Wholesale
2023-07-14,CUST0255,INV100230,PROD0101,Product 101,Personal Care,Toothpaste,Kanpur,Uttar Pradesh,North,20,265.27,5305.4,0,5305.4,Cash,Wholesale
2024-11-12,CUST0250,INV100231,PROD0156,Product 156,Electronics,Adapter,Bhopal,Madhya Pradesh,Central,5,1791.72,8958.6,0,8958.6,Card,Distributor
2023-05-25,CUST0031,INV100232,PROD0091,Product 91,Snacks,Chips,Surat,Gujarat,West,3,79.75,239.25,10,215.32,Net Banking,Online
2023-11-12,CUST0121,INV100233,PROD0133,Product 133,Electronics,Charger,Bhopal,Madhya Pradesh,Central,13,1622.8,21096.4,0,21096.4,Net Banking,Retail
2024-09-05,CUST0324,INV100234,PROD0041,Product 41,Bakery,Bun,Thane,Maharashtra,West,22,33.61,739.42,0,739.42,Net Banking,Retail
2024-08-01,CUST0067,INV100235,PROD0136,Product 136,Dairy,Butter,Nagpur,Maharashtra,West,16,159.56,2552.96,5,2425.31,Card,Online
2023-09-10,CUST0497,INV100236,PROD0122,Product 122,Snacks,Chips,Patna,Bihar,East,14,21.44,300.16,12.5,262.64,Cash,Distributor
2024-08-14,CUST0108,INV100237,PROD0084,Product 84,Household,Tissue,Vadodara,Gujarat,West,23,250.13,5752.99,0,5752.99,Cash,Online
2024-12-26,CUST0407,INV100238,PROD0085,Product 85,Household,Cleaner,Surat,Gujarat,West,8,94.65,757.2,0,757.2,Wallet,Wholesale
2025-06-30,CUST0304,INV100239,PROD0157,Product 157,Household,Cleaner,Vadodara,Gujarat,West,1,174.03,174.03,0,174.03,Wallet,Distributor
2023-03-25,CUST0010,INV100240,PROD0081,Product 81,Snacks,Chocolates,Hyderabad,Telangana,South,23,82.89,1906.47,12.5,1668.16,Wallet,Online
2025-03-07,CUST0271,INV100241,PROD0126,Product 126,Electronics,Power Bank,Delhi,Delhi,North,13,1565.7,20354.1,12.5,17809.84,Net Banking,Distributor
2023-09-10,CUST0099,INV100242,PROD0198,Product 198,Dairy,Cheese,Nagpur,Maharashtra,West,15,53.26,798.9,0,798.9,UPI,Distributor
2024-07-29,CUST0115,INV100243,PROD0163,Product 163,Beverages,Juice,Nagpur,Maharashtra,West,7,113.02,791.14,5,751.58,Wallet,Distributor
2025-04-23,CUST0075,INV100244,PROD0070,Product 70,Bakery,Pastry,Surat,Gujarat,West,12,68.32,819.84,0,819.84,Wallet,Wholesale
2024-06-20,CUST0416,INV100245,PROD0166,Product 166,Household,Detergent,Lucknow,Uttar Pradesh,North,15,58.82,882.3,0,882.3,UPI,Wholesale
2023-11-02,CUST0410,INV100246,PROD0130,Product 130,Dairy,Cheese,Indore,Madhya Pradesh,Central,7,161.54,1130.78,0,1130.78,Net Banking,Retail
2023-03-22,CUST0134,INV100247,PROD0053,Product 53,Personal Care,Toothpaste,Mumbai,Maharashtra,West,6,125.95,755.7,5,717.92,UPI,Distributor
2024-08-31,CUST0189,INV100248,PROD0120,Product 120,Personal Care,Lotion,Indore,Madhya Pradesh,Central,13,147.22,1913.86,5,1818.17,Wallet,Wholesale
2023-07-22,CUST0228,INV100249,PROD0195,Product 195,Bakery,Bread,Jaipur,Rajasthan,North,8,160.32,1282.56,5,1218.43,Net Banking,Online
2023-11-27,CUST0362,INV100250,PROD0156,Product 156,Electronics,Power Bank,Chennai,Tamil Nadu,South,17,506.32,8607.44,5,8177.07,Wallet,Wholesale
2024-01-13,CUST0490,INV100251,PROD0005,Product 5,Snacks,Chips,Surat,Gujarat,West,22,74.48,1638.56,0,1638.56,Wallet,Distributor
2024-02-10,CUST0073,INV100252,PROD0081,Product 81,Produce,Herbs,Mumbai,Maharashtra,West,9,41.07,369.63,0,369.63,Net Banking,Online
2025-06-23,CUST0092,INV100253,PROD0084,Product 84,Beverages,Juice,Surat,Gujarat,West,18,92.33,1661.94,0,1661.94,Wallet,Retail
2023-06-05,CUST0262,INV100254,PROD0015,Product 15,Personal Care,Lotion,Delhi,Delhi,North,6,63.74,382.44,0,382.44,UPI,Wholesale
2023-12-13,CUST0053,INV100255,PROD0134,Product 134,Personal Care,Shampoo,Delhi,Delhi,North,14,67.22,941.08,0,941.08,Cash,Online
2024-06-21,CUST0042,INV100256,PROD0106,Product 106,Bakery,Bread,Vadodara,Gujarat,West,23,151.99,3495.77,0,3495.77,Net Banking,Retail
2025-04-13,CUST0214,INV100257,PROD0165,Product 165,Produce,Herbs,Hyderabad,Telangana,South,24,15.26,366.24,0,366.24,Wallet,Retail
2023-02-27,CUST0107,INV100258,PROD0115,Product 115,Personal Care,Soap,Jaipur,Rajasthan,North,20,145.92,2918.4,5,2772.48,Card,Wholesale
2023-02-13,CUST0331,INV100259,PROD0175,Product 175,Beverages,Tea,Ahmedabad,Gujarat,West,3,164.49,493.47,0,493.47,Net Banking,Retail
2023-11-27,CUST0113,INV100260,PROD0195,Product 195,Household,Cleaner,Hyderabad,Telangana,South,13,223.08,2900.04,10,2610.04,Wallet,Online
2023-01-25,CUST0199,INV100261,PROD0194,Product 194,Produce,Fruits,Visakhapatnam,Andhra Pradesh,South,11,109.98,1209.78,0,1209.78,Cash,Distributor
2024-08-26,CUST0343,INV100262,PROD0183,Product 183,Produce,Herbs,Delhi,Delhi,North,19,147.43,2801.17,0,2801.17,UPI,Wholesale
2024-08-18,CUST0019,INV100263,PROD0054,Product 54,Household,Air Freshener,Mumbai,Maharashtra,West,16,153.51,2456.16,0,2456.16,Cash,Retail
2025-07-26,CUST0452,INV100264,PROD0095,Product 95,Personal Care,Lotion,Kolkata,West Bengal,East,1,125.13,125.13,0,125.13,Card,Retail
2023-06-13,CUST0322,INV100265,PROD0191,Product 191,Dairy,Butter,Kanpur,Uttar Pradesh,North,2,56.71,113.42,12.5,99.24,Cash,Distributor
2024-02-07,CUST0428,INV100266,PROD0052,Product 52,Dairy,Butter,Kolkata,West Bengal,East,18,78.62,1415.16,5,1344.4,Cash,Online
2023-07-29,CUST0062,INV100267,PROD0167,Product 167,Dairy,Yogurt,Mumbai,Maharashtra,West,13,127.9,1662.7,0,1662.7,Net Banking,Distributor
2025-02-16,CUST0095,INV100268,PROD0029,Product 29,Beverages,Soda,Bengaluru,Karnataka,South,6,122.31,733.86,0,733.86,Card,Wholesale
2024-04-19,CUST0292,INV100269,PROD0189,Product 189,Dairy,Cheese,Nashik,Maharashtra,West,7,151.54,1060.78,0,1060.78,Cash,Online
2023-11-14,CUST0028,INV100270,PROD0166,Product 166,Household,Tissue,Kolkata,West Bengal,East,20,252.64,5052.8,0,5052.8,Wallet,Retail
2025-01-07,CUST0007,INV100271,PROD0056,Product 56,Personal Care,Toothpaste,Kolkata,West Bengal,East,9,197.26,1775.34,0,1775.34,Net Banking,Distributor
2024-07-28,CUST0168,INV100272,PROD0118,Product 118,Produce,Herbs,Chennai,Tamil Nadu,South,8,123.71,989.68,0,989.68,Net Banking,Distributor
2025-05-23,CUST0306,INV100273,PROD0074,Product 74,Household,Detergent,Thane,Maharashtra,West,4,143.1,572.4,12.5,500.85,UPI,Retail
2024-03-31,CUST0016,INV100274,PROD0159,Product 159,Beverages,Tea,Jaipur,Rajasthan,North,3,113.61,340.83,5,323.79,UPI,Online
2024-10-23,CUST0196,INV100275,PROD0187,Product 187,Personal Care,Soap,Pune,Maharashtra,West,23,212.27,4882.21,12.5,4271.93,Cash,Wholesale
2023-11-01,CUST0098,INV100276,PROD0109,Product 109,Bakery,Bread,Jaipur,Rajasthan,North,18,223.76,4027.68,5,3826.3,Net Banking,Retail
2025-08-10,CUST0395,INV100277,PROD0009,Product 9,Snacks,Nuts,Hyderabad,Telangana,South,13,22.46,291.98,5,277.38,Cash,Distributor
2023-04-26,CUST0478,INV100278,PROD0053,Product 53,Snacks,Chips,Vadodara,Gujarat,West,10,47.09,470.9,0,470.9,Card,Retail
2023-10-04,CUST0045,INV100279,PROD0186,Product 186,Household,Air Freshener,Nashik,Maharashtra,West,8,273.47,2187.76,12.5,1914.29,Wallet,Online
2024-02-12,CUST0012,INV100280,PROD0180,Product 180,Electronics,Earphones,Hyderabad,Telangana,South,14,331.37,4639.18,10,4175.26,Card,Retail
2024-02-27,CUST0348,INV100281,PROD0097,Product 97,Beverages,Tea,Vadodara,Gujarat,West,21,30.14,632.94,5,601.29,Net Banking,Distributor
2023-07-27,CUST0090,INV100282,PROD0004,Product 4,Beverages,Tea,Jaipur,Rajasthan,North,10,158.87,1588.7,5,1509.26,Cash,Distributor
2025-04-09,CUST0411,INV100283,PROD0069,Product 69,Beverages,Juice,Kolkata,West Bengal,East,12,83.49,1001.88,0,1001.88,Card,Distributor
2025-03-21,CUST0001,INV100284,PROD0167,Product 167,Beverages,Water,Bhopal,Madhya Pradesh,Central,24,36.04,864.96,12.5,756.84,Wallet,Distributor
2024-04-12,CUST0119,INV100285,PROD0184,Product 184,Beverages,Juice,Nagpur,Maharashtra,West,2,132.07,264.14,0,264.14,UPI,Online
2023-11-25,CUST0421,INV100286,PROD0121,Product 121,Personal Care,Toothpaste,Nagpur,Maharashtra,West,23,201.3,4629.9,12.5,4051.16,Wallet,Wholesale
2024-01-17,CUST0377,INV100287,PROD0164,Product 164,Bakery,Pastry,Chennai,Tamil Nadu,South,21,234.95,4933.95,10,4440.56,Wallet,Distributor
2024-01-04,CUST0240,INV100288,PROD0089,Product 89,Dairy,Cheese,Vadodara,Gujarat,West,19,180.1,3421.9,12.5,2994.16,Wallet,Distributor
2024-10-22,CUST0493,INV100289,PROD0111,Product 111,Snacks,Nuts,Hyderabad,Telangana,South,18,62.71,1128.78,12.5,987.68,Cash,Online
2024-09-05,CUST0239,INV100290,PROD0116,Product 116,Personal Care,Soap,Surat,Gujarat,West,17,87.44,1486.48,0,1486.48,Wallet,Wholesale
2025-04-23,CUST0175,INV100291,PROD0139,Product 139,Personal Care,Shampoo,Kolkata,West Bengal,East,13,151.33,1967.29,0,1967.29,Net Banking,Retail
2023-09-18,CUST0215,INV100292,PROD0029,Product 29,Beverages,Water,Bengaluru,Karnataka,South,10,138.92,1389.2,0,1389.2,Wallet,Retail
2023-11-30,CUST0479,INV100293,PROD0141,Product 141,Personal Care,Shampoo,Surat,Gujarat,West,3,151.14,453.42,10,408.08,Net Banking,Retail
2025-02-06,CUST0375,INV100294,PROD0096,Product 96,Produce,Herbs,Indore,Madhya Pradesh,Central,20,136.69,2733.8,0,2733.8,Card,Online
2025-01-03,CUST0209,INV100295,PROD0177,Product 177,Snacks,Biscuits,Patna,Bihar,East,22,72.69,1599.18,0,1599.18,Card,Wholesale
2023-09-05,CUST0001,INV100296,PROD0130,Product 130,Snacks,Chocolates,Hyderabad,Telangana,South,15,139.8,2097,0,2097,UPI,Online
2023-01-25,CUST0387,INV100297,PROD0104,Product 104,Dairy,Cheese,Kanpur,Uttar Pradesh,North,4,164.14,656.56,0,656.56,UPI,Wholesale
2023-03-10,CUST0009,INV100298,PROD0008,Product 8,Dairy,Milk,Kolkata,West Bengal,East,23,158.91,3654.93,10,3289.44,Card,Retail
2024-12-15,CUST0130,INV100299,PROD0116,Product 116,Snacks,Chocolates,Nagpur,Maharashtra,West,17,105.5,1793.5,0,1793.5,Net Banking,Retail
2024-03-14,CUST0306,INV100300,PROD0077,Product 77,Bakery,Pastry,Nagpur,Maharashtra,West,7,25.88,181.16,0,181.16,Card,Online
2023-11-24,CUST0318,INV100301,PROD0151,Product 151,Electronics,Earphones,Vadodara,Gujarat,West,16,1318.2,21091.2,0,21091.2,UPI,Distributor
2024-03-08,CUST0180,INV100302,PROD0008,Product 8,Dairy,Yogurt,Indore,Madhya Pradesh,Central,8,39.42,315.36,0,315.36,Wallet,Retail
2024-05-14,CUST0353,INV100303,PROD0151,Product 151,Bakery,Pastry,Mumbai,Maharashtra,West,19,221.36,4205.84,12.5,3680.11,Net Banking,Retail
2023-09-09,CUST0389,INV100304,PROD0023,Product 23,Electronics,Power Bank,Kanpur,Uttar Pradesh,North,13,2175.01,28275.13,0,28275.13,UPI,Retail
2024-09-10,CUST0371,INV100305,PROD0184,Product 184,Snacks,Chocolates,Indore,Madhya Pradesh,Central,10,119.4,1194,0,1194,Cash,Wholesale
2024-09-20,CUST0241,INV100306,PROD0009,Product 9,Bakery,Bun,Kanpur,Uttar Pradesh,North,6,178.77,1072.62,12.5,938.54,Net Banking,Wholesale
2023-03-12,CUST0211,INV100307,PROD0025,Product 25,Beverages,Coffee,Nashik,Maharashtra,West,6,132.38,794.28,0,794.28,UPI,Distributor
2023-09-17,CUST0258,INV100308,PROD0047,Product 47,Electronics,Power Bank,Nashik,Maharashtra,West,23,1351.33,31080.59,0,31080.59,Net Banking,Retail
2023-02-10,CUST0300,INV100309,PROD0031,Product 31,Electronics,Charger,Patna,Bihar,East,19,903.91,17174.29,0,17174.29,Cash,Wholesale
2023-07-23,CUST0149,INV100310,PROD0154,Product 154,Bakery,Pastry,Bengaluru,Karnataka,South,3,60.74,182.22,5,173.11,Card,Retail
2023-02-14,CUST0247,INV100311,PROD0125,Product 125,Household,Detergent,Indore,Madhya Pradesh,Central,14,205.89,2882.46,5,2738.34,Card,Distributor
2024-12-31,CUST0155,INV100312,PROD0047,Product 47,Household,Tissue,Nashik,Maharashtra,West,22,281.81,6199.82,10,5579.84,Net Banking,Wholesale
2025-01-28,CUST0228,INV100313,PROD0180,Product 180,Snacks,Chips,Chennai,Tamil Nadu,South,8,133.26,1066.08,10,959.47,Card,Wholesale
2023-01-22,CUST0485,INV100314,PROD0155,Product 155,Beverages,Soda,Vadodara,Gujarat,West,7,49.75,348.25,0,348.25,Cash,Distributor
2023-10-13,CUST0363,INV100315,PROD0135,Product 135,Bakery,Bread,Bhopal,Madhya Pradesh,Central,8,175.88,1407.04,0,1407.04,Net Banking,Retail
2025-06-17,CUST0224,INV100316,PROD0143,Product 143,Produce,Fruits,Delhi,Delhi,North,3,158.42,475.26,10,427.73,UPI,Online
2025-07-17,CUST0486,INV100317,PROD0171,Product 171,Bakery,Pastry,Indore,Madhya Pradesh,Central,13,32.34,420.42,0,420.42,Wallet,Wholesale
2024-11-11,CUST0476,INV100318,PROD0036,Product 36,Snacks,Chips,Chennai,Tamil Nadu,South,1,81.81,81.81,10,73.63,UPI,Wholesale
2024-08-19,CUST0101,INV100319,PROD0115,Product 115,Bakery,Bun,Vadodara,Gujarat,West,7,108.18,757.26,0,757.26,UPI,Wholesale
2023-05-17,CUST0212,INV100320,PROD0030,Product 30,Beverages,Coffee,Kolkata,West Bengal,East,11,131.5,1446.5,0,1446.5,Card,Online
2023-04-26,CUST0383,INV100321,PROD0180,Product 180,Produce,Fruits,Nagpur,Maharashtra,West,18,78.3,1409.4,5,1338.93,UPI,Retail
2025-07-31,CUST0269,INV100322,PROD0171,Product 171,Dairy,Milk,Lucknow,Uttar Pradesh,North,9,78.88,709.92,0,709.92,Card,Online
2023-08-08,CUST0125,INV100323,PROD0123,Product 123,Household,Cleaner,Vadodara,Gujarat,West,3,327.57,982.71,0,982.71,Net Banking,Distributor
2024-11-14,CUST0051,INV100324,PROD0045,Product 45,Produce,Herbs,Kanpur,Uttar Pradesh,North,20,168.76,3375.2,0,3375.2,UPI,Wholesale
2024-08-02,CUST0066,INV100325,PROD0131,Product 131,Personal Care,Soap,Vadodara,Gujarat,West,20,161.89,3237.8,5,3075.91,Wallet,Retail
2024-02-21,CUST0085,INV100326,PROD0064,Product 64,Produce,Herbs,Nagpur,Maharashtra,West,17,61.72,1049.24,0,1049.24,Card,Online
2023-07-17,CUST0031,INV100327,PROD0193,Product 193,Produce,Fruits,Surat,Gujarat,West,23,114.04,2622.92,10,2360.63,Net Banking,Retail
2025-02-05,CUST0344,INV100328,PROD0186,Product 186,Bakery,Pastry,Patna,Bihar,East,14,95,1330,12.5,1163.75,Wallet,Wholesale
2024-05-24,CUST0465,INV100329,PROD0033,Product 33,Electronics,Adapter,Chennai,Tamil Nadu,South,6,1004.53,6027.18,0,6027.18,Card,Online
2024-07-29,CUST0396,INV100330,PROD0020,Product 20,Produce,Herbs,Mumbai,Maharashtra,West,4,49.62,198.48,12.5,173.67,Net Banking,Retail
2023-10-15,CUST0044,INV100331,PROD0181,Product 181,Personal Care,Soap,Nagpur,Maharashtra,West,3,203.7,611.1,5,580.54,Cash,Distributor
2025-07-30,CUST0238,INV100332,PROD0167,Product 167,Bakery,Bun,Kanpur,Uttar Pradesh,North,9,50.43,453.87,5,431.18,Wallet,Online
2024-04-25,CUST0158,INV100333,PROD0121,Product 121,Electronics,Adapter,Nashik,Maharashtra,West,20,1451.79,29035.8,0,29035.8,Wallet,Wholesale
2023-09-15,CUST0173,INV100334,PROD0024,Product 24,Electronics,Power Bank,Kanpur,Uttar Pradesh,North,2,1049.01,2098.02,0,2098.02,Wallet,Retail
